filename,class,xmin,ymin,xmax,ymax
train/hard_hat_workers1506.png,helmet,289,3,338,52
val/hard_hat_workers3311.png,helmet,205,256,224,279
val/hard_hat_workers3311.png,helmet,227,253,251,275
train/hard_hat_workers456.png,helmet,206,181,250,229
train/hard_hat_workers456.png,helmet,113,173,168,232
train/hard_hat_workers456.png,helmet,241,137,267,171
train/hard_hat_workers456.png,helmet,190,33,208,61
train/hard_hat_workers456.png,helmet,173,43,191,70
train/hard_hat_workers456.png,helmet,251,19,271,49
train/hard_hat_workers456.png,head,274,57,295,77
train/hard_hat_workers456.png,helmet,0,172,12,232
val/hard_hat_workers330.png,helmet,236,85,323,174
val/hard_hat_workers330.png,helmet,235,0,323,54
train/hard_hat_workers2769.png,helmet,198,129,226,158
train/hard_hat_workers2769.png,helmet,166,135,190,159
train/hard_hat_workers2769.png,helmet,160,120,184,139
train/hard_hat_workers2769.png,helmet,198,0,227,10
train/hard_hat_workers2769.png,helmet,160,0,185,19
val/hard_hat_workers3477.png,helmet,242,237,266,258
val/hard_hat_workers3477.png,helmet,287,230,301,245
val/hard_hat_workers3477.png,helmet,96,222,107,236
val/hard_hat_workers3477.png,helmet,155,224,163,237
train/hard_hat_workers4318.png,helmet,1,63,124,174
train/hard_hat_workers4318.png,helmet,0,0,124,64
train/hard_hat_workers1260.png,helmet,223,251,240,274
train/hard_hat_workers1260.png,helmet,239,204,252,220
train/hard_hat_workers1274.png,helmet,158,118,187,163
train/hard_hat_workers1274.png,helmet,108,114,145,163
train/hard_hat_workers1274.png,helmet,260,109,298,154
train/hard_hat_workers1274.png,helmet,291,116,316,157
train/hard_hat_workers1274.png,helmet,55,162,71,184
train/hard_hat_workers1274.png,helmet,22,168,45,186
train/hard_hat_workers1274.png,helmet,5,169,22,187
train/hard_hat_workers1274.png,helmet,232,158,248,177
train/hard_hat_workers1274.png,helmet,260,0,299,10
val/hard_hat_workers324.png,helmet,55,111,82,170
val/hard_hat_workers324.png,head,230,93,287,173
val/hard_hat_workers324.png,head,341,122,392,185
val/hard_hat_workers324.png,head,74,83,153,178
val/hard_hat_workers324.png,helmet,54,0,82,28
val/hard_hat_workers324.png,head,229,0,287,46
val/hard_hat_workers324.png,head,340,0,392,17
val/hard_hat_workers324.png,head,73,0,153,56
train/hard_hat_workers3463.png,head,267,110,295,148
train/hard_hat_workers3463.png,head,193,119,218,148
train/hard_hat_workers3463.png,head,130,120,164,155
train/hard_hat_workers3463.png,head,63,96,102,145
train/hard_hat_workers3463.png,head,45,126,69,157
train/hard_hat_workers3463.png,head,245,125,260,151
train/hard_hat_workers3463.png,head,26,132,44,155
train/hard_hat_workers3463.png,head,227,134,243,157
train/hard_hat_workers3463.png,head,267,0,296,29
train/hard_hat_workers3463.png,head,192,0,218,20
train/hard_hat_workers3463.png,head,130,0,165,19
train/hard_hat_workers3463.png,head,62,0,102,43
train/hard_hat_workers3463.png,head,45,0,70,13
train/hard_hat_workers3463.png,head,244,0,260,14
train/hard_hat_workers3463.png,head,26,0,45,7
train/hard_hat_workers3463.png,head,227,0,244,5
val/hard_hat_workers1512.png,helmet,118,177,181,240
val/hard_hat_workers1512.png,helmet,0,176,21,240
train/hard_hat_workers4481.png,helmet,137,89,161,126
train/hard_hat_workers4481.png,helmet,123,136,149,169
train/hard_hat_workers4481.png,helmet,146,108,174,138
train/hard_hat_workers4481.png,person,112,137,168,227
train/hard_hat_workers4481.png,person,148,112,226,229
train/hard_hat_workers4481.png,person,217,103,253,200
train/hard_hat_workers4481.png,person,123,94,158,139
train/hard_hat_workers4481.png,head,225,105,239,121
train/hard_hat_workers4481.png,helmet,137,13,161,50
train/hard_hat_workers4481.png,helmet,146,0,174,30
train/hard_hat_workers4481.png,person,148,0,227,27
train/hard_hat_workers4481.png,person,217,0,254,36
train/hard_hat_workers4481.png,person,122,0,158,45
train/hard_hat_workers4481.png,head,225,17,239,33
train/hard_hat_workers3488.png,helmet,281,178,306,211
train/hard_hat_workers3488.png,helmet,59,263,73,281
train/hard_hat_workers3488.png,helmet,59,409,74,415
train/hard_hat_workers2782.png,helmet,182,82,233,148
train/hard_hat_workers2782.png,helmet,181,0,233,57
train/hard_hat_workers4495.png,helmet,149,76,175,105
train/hard_hat_workers4495.png,helmet,180,194,200,216
train/hard_hat_workers4495.png,helmet,240,188,256,207
train/hard_hat_workers4495.png,helmet,189,81,210,105
train/hard_hat_workers4495.png,helmet,149,34,175,63
train/hard_hat_workers4495.png,helmet,189,33,210,57
train/hard_hat_workers495.png,helmet,333,117,366,156
train/hard_hat_workers495.png,helmet,258,124,293,167
train/hard_hat_workers495.png,helmet,192,167,247,236
train/hard_hat_workers495.png,helmet,289,81,309,113
train/hard_hat_workers495.png,helmet,258,92,283,124
train/hard_hat_workers495.png,helmet,384,116,415,156
val/hard_hat_workers2972.png,helmet,200,127,279,206
val/hard_hat_workers2972.png,helmet,72,141,126,185
train/hard_hat_workers2966.png,head,122,141,159,186
train/hard_hat_workers2966.png,head,32,109,101,188
train/hard_hat_workers2966.png,head,301,87,402,182
train/hard_hat_workers2966.png,head,261,170,308,220
train/hard_hat_workers2966.png,head,193,139,227,188
train/hard_hat_workers2966.png,head,77,153,101,196
train/hard_hat_workers2966.png,head,262,152,296,185
train/hard_hat_workers2966.png,head,31,0,101,30
train/hard_hat_workers2966.png,head,300,0,402,52
train/hard_hat_workers481.png,helmet,330,118,368,163
train/hard_hat_workers481.png,head,303,125,331,159
train/hard_hat_workers481.png,head,193,135,217,165
train/hard_hat_workers481.png,head,231,140,250,168
train/hard_hat_workers481.png,head,37,141,73,178
train/hard_hat_workers481.png,helmet,90,143,121,178
train/hard_hat_workers481.png,head,181,144,195,166
train/hard_hat_workers481.png,head,291,140,308,164
train/hard_hat_workers481.png,helmet,330,0,369,21
train/hard_hat_workers481.png,head,303,0,332,14
train/hard_hat_workers4126.png,helmet,60,143,98,175
train/hard_hat_workers4126.png,helmet,137,164,156,184
train/hard_hat_workers4126.png,helmet,300,149,329,184
train/hard_hat_workers4126.png,helmet,268,181,291,206
train/hard_hat_workers4126.png,helmet,362,144,415,206
train/hard_hat_workers4126.png,helmet,60,0,99,12
train/hard_hat_workers2557.png,helmet,202,83,279,174
train/hard_hat_workers2557.png,helmet,201,0,279,56
train/hard_hat_workers668.png,helmet,55,118,138,213
train/hard_hat_workers668.png,helmet,54,0,138,21
val/hard_hat_workers4898.png,helmet,98,126,131,164
val/hard_hat_workers4898.png,helmet,311,137,354,183
val/hard_hat_workers4898.png,helmet,207,144,242,185
val/hard_hat_workers4898.png,helmet,131,121,175,168
train/hard_hat_workers2231.png,head,12,206,35,230
train/hard_hat_workers2231.png,head,48,191,79,232
train/hard_hat_workers2231.png,head,93,205,114,229
train/hard_hat_workers2231.png,head,114,198,142,232
train/hard_hat_workers2231.png,helmet,150,210,164,232
train/hard_hat_workers2231.png,head,161,199,183,228
train/hard_hat_workers2231.png,head,181,207,194,227
train/hard_hat_workers2231.png,helmet,213,213,222,232
train/hard_hat_workers2231.png,head,221,211,239,234
train/hard_hat_workers2231.png,helmet,253,203,271,229
train/hard_hat_workers2231.png,helmet,307,212,325,233
train/hard_hat_workers4640.png,helmet,103,127,154,171
train/hard_hat_workers4640.png,helmet,102,0,154,12
train/hard_hat_workers2225.png,helmet,147,66,238,160
train/hard_hat_workers2225.png,helmet,146,0,238,67
train/hard_hat_workers4654.png,helmet,70,288,86,304
train/hard_hat_workers4654.png,helmet,164,221,180,240
train/hard_hat_workers4654.png,helmet,201,178,217,197
train/hard_hat_workers4654.png,helmet,290,126,304,140
train/hard_hat_workers4654.png,helmet,70,388,86,404
train/hard_hat_workers4654.png,helmet,290,0,305,13
train/hard_hat_workers4132.png,helmet,116,111,170,180
train/hard_hat_workers4132.png,helmet,44,70,142,163
train/hard_hat_workers4132.png,helmet,248,128,325,212
train/hard_hat_workers4132.png,helmet,116,0,171,28
train/hard_hat_workers4132.png,helmet,44,0,143,69
train/hard_hat_workers2543.png,helmet,69,151,100,186
train/hard_hat_workers2543.png,helmet,291,71,312,98
train/hard_hat_workers2543.png,helmet,237,115,248,131
train/hard_hat_workers2543.png,helmet,291,41,312,68
train/hard_hat_workers2543.png,helmet,237,7,248,23
val/hard_hat_workers3885.png,helmet,112,79,205,173
val/hard_hat_workers3885.png,helmet,207,54,281,131
val/hard_hat_workers3885.png,helmet,111,0,205,30
val/hard_hat_workers3885.png,helmet,207,0,282,55
train/hard_hat_workers3675.png,helmet,124,138,167,182
train/hard_hat_workers3675.png,helmet,123,0,167,15
train/hard_hat_workers132.png,helmet,129,83,223,206
train/hard_hat_workers132.png,helmet,129,0,224,56
train/hard_hat_workers3113.png,head,107,137,136,177
train/hard_hat_workers3113.png,head,41,151,69,181
train/hard_hat_workers3113.png,head,178,140,204,171
train/hard_hat_workers1704.png,helmet,345,120,375,156
train/hard_hat_workers1704.png,helmet,89,116,122,155
train/hard_hat_workers1704.png,helmet,219,129,242,159
train/hard_hat_workers1704.png,helmet,288,134,311,161
train/hard_hat_workers1704.png,helmet,157,124,178,155
train/hard_hat_workers1704.png,helmet,179,130,196,156
train/hard_hat_workers1704.png,helmet,317,132,335,156
train/hard_hat_workers1704.png,helmet,203,136,220,162
train/hard_hat_workers1704.png,helmet,245,132,265,156
train/hard_hat_workers1704.png,helmet,345,0,376,19
train/hard_hat_workers1704.png,helmet,88,0,122,23
train/hard_hat_workers1704.png,helmet,218,0,242,10
train/hard_hat_workers1704.png,helmet,156,0,178,15
train/hard_hat_workers1704.png,helmet,178,0,196,9
train/hard_hat_workers1704.png,helmet,317,0,336,7
train/hard_hat_workers1704.png,helmet,245,0,266,7
val/hard_hat_workers1710.png,helmet,122,112,148,146
val/hard_hat_workers1710.png,helmet,72,109,99,143
val/hard_hat_workers1710.png,helmet,203,197,244,250
val/hard_hat_workers1710.png,helmet,171,191,203,236
val/hard_hat_workers1710.png,helmet,122,0,149,27
val/hard_hat_workers1710.png,helmet,71,0,99,30
val/hard_hat_workers640.png,head,59,144,69,159
val/hard_hat_workers640.png,head,76,146,89,161
val/hard_hat_workers640.png,head,89,145,99,159
val/hard_hat_workers640.png,head,110,143,120,157
val/hard_hat_workers640.png,head,120,141,134,162
val/hard_hat_workers640.png,head,137,140,150,159
val/hard_hat_workers640.png,head,233,139,243,153
val/hard_hat_workers640.png,head,219,138,231,154
val/hard_hat_workers640.png,head,179,136,191,152
train/hard_hat_workers2219.png,helmet,109,160,131,191
train/hard_hat_workers2219.png,helmet,162,155,181,176
train/hard_hat_workers2219.png,helmet,310,166,326,180
train/hard_hat_workers2219.png,helmet,109,0,132,21
train/hard_hat_workers2219.png,helmet,162,5,181,26
train/hard_hat_workers2219.png,helmet,310,0,326,14
train/hard_hat_workers3107.png,helmet,218,187,264,252
train/hard_hat_workers3107.png,helmet,224,101,253,136
train/hard_hat_workers3107.png,helmet,170,171,213,218
train/hard_hat_workers3107.png,helmet,177,87,200,118
train/hard_hat_workers3107.png,helmet,170,161,199,194
train/hard_hat_workers3107.png,helmet,207,164,248,192
train/hard_hat_workers3107.png,helmet,186,143,223,169
train/hard_hat_workers3107.png,helmet,180,118,204,148
train/hard_hat_workers3107.png,helmet,192,14,212,41
train/hard_hat_workers3107.png,helmet,214,129,236,164
val/hard_hat_workers898.png,helmet,79,72,227,241
val/hard_hat_workers898.png,helmet,79,0,228,63
train/hard_hat_workers4668.png,helmet,194,195,213,221
train/hard_hat_workers4668.png,helmet,99,212,115,227
train/hard_hat_workers4668.png,helmet,77,166,90,182
train/hard_hat_workers4668.png,helmet,254,120,287,151
train/hard_hat_workers4668.png,helmet,9,212,25,227
train/hard_hat_workers4668.png,helmet,35,166,48,182
train/hard_hat_workers3661.png,helmet,245,113,262,140
train/hard_hat_workers3661.png,helmet,275,124,290,145
train/hard_hat_workers3661.png,helmet,299,124,317,146
train/hard_hat_workers3661.png,helmet,185,123,202,144
train/hard_hat_workers3661.png,helmet,117,125,134,147
train/hard_hat_workers3661.png,helmet,160,123,177,144
train/hard_hat_workers3661.png,helmet,244,0,262,26
train/hard_hat_workers3661.png,helmet,274,0,290,15
train/hard_hat_workers3661.png,helmet,299,0,318,15
train/hard_hat_workers3661.png,helmet,184,0,202,16
train/hard_hat_workers3661.png,helmet,116,0,134,14
train/hard_hat_workers3661.png,helmet,159,0,177,16
val/hard_hat_workers126.png,helmet,168,207,209,247
val/hard_hat_workers126.png,helmet,237,100,284,149
val/hard_hat_workers126.png,helmet,272,90,297,119
val/hard_hat_workers126.png,helmet,128,176,162,211
val/hard_hat_workers126.png,helmet,190,90,212,119
val/hard_hat_workers126.png,helmet,116,196,156,233
val/hard_hat_workers126.png,head,73,122,103,158
val/hard_hat_workers126.png,head,202,114,229,147
val/hard_hat_workers126.png,head,303,83,332,122
val/hard_hat_workers126.png,head,216,99,236,120
val/hard_hat_workers126.png,head,371,72,390,91
val/hard_hat_workers126.png,helmet,236,0,284,31
val/hard_hat_workers126.png,helmet,272,12,297,41
val/hard_hat_workers126.png,helmet,190,12,212,41
val/hard_hat_workers126.png,head,73,0,104,9
val/hard_hat_workers126.png,head,201,0,229,17
val/hard_hat_workers126.png,head,303,9,332,48
val/hard_hat_workers126.png,head,216,11,236,32
val/hard_hat_workers126.png,head,371,40,390,59
train/hard_hat_workers1076.png,helmet,261,271,277,288
train/hard_hat_workers1076.png,helmet,148,143,163,161
train/hard_hat_workers1076.png,helmet,174,95,188,111
train/hard_hat_workers2594.png,helmet,177,266,225,329
train/hard_hat_workers2594.png,helmet,223,141,361,379
train/hard_hat_workers2594.png,person,143,274,245,415
train/hard_hat_workers2594.png,helmet,364,141,415,380
train/hard_hat_workers3852.png,helmet,270,185,322,228
train/hard_hat_workers3852.png,helmet,171,157,214,210
train/hard_hat_workers873.png,helmet,43,227,61,244
train/hard_hat_workers873.png,helmet,283,220,298,238
train/hard_hat_workers873.png,person,34,227,84,320
train/hard_hat_workers873.png,person,263,219,312,301
train/hard_hat_workers873.png,person,34,340,85,414
train/hard_hat_workers873.png,person,262,359,312,414
train/hard_hat_workers4683.png,helmet,88,115,117,147
train/hard_hat_workers4683.png,helmet,214,203,233,227
train/hard_hat_workers4683.png,helmet,298,207,318,231
train/hard_hat_workers4683.png,helmet,87,0,117,24
val/hard_hat_workers1923.png,helmet,120,92,141,119
val/hard_hat_workers1923.png,helmet,157,180,195,218
val/hard_hat_workers1923.png,helmet,253,218,282,247
val/hard_hat_workers1923.png,helmet,0,91,19,119
val/hard_hat_workers1937.png,helmet,29,69,134,164
val/hard_hat_workers1937.png,helmet,284,134,414,268
val/hard_hat_workers1937.png,helmet,28,0,134,70
val/hard_hat_workers867.png,helmet,220,113,280,189
val/hard_hat_workers867.png,helmet,86,131,140,205
val/hard_hat_workers867.png,helmet,290,145,338,204
val/hard_hat_workers867.png,helmet,220,0,281,22
val/hard_hat_workers4697.png,helmet,218,135,252,176
val/hard_hat_workers4697.png,helmet,64,177,119,235
train/hard_hat_workers2580.png,helmet,32,105,68,156
train/hard_hat_workers2580.png,helmet,359,117,403,178
train/hard_hat_workers2580.png,head,181,89,239,153
train/hard_hat_workers2580.png,head,253,105,293,159
train/hard_hat_workers2580.png,helmet,32,0,69,34
train/hard_hat_workers2580.png,helmet,359,0,404,22
train/hard_hat_workers2580.png,head,181,0,240,50
train/hard_hat_workers2580.png,head,253,0,294,34
val/hard_hat_workers3846.png,helmet,27,164,55,189
val/hard_hat_workers3846.png,helmet,109,167,136,192
val/hard_hat_workers3846.png,helmet,200,155,224,181
train/hard_hat_workers1089.png,head,142,166,169,195
train/hard_hat_workers1089.png,head,373,171,412,220
train/hard_hat_workers697.png,helmet,191,147,215,180
train/hard_hat_workers697.png,helmet,296,148,319,177
train/hard_hat_workers697.png,helmet,320,153,339,179
train/hard_hat_workers697.png,helmet,98,145,121,176
train/hard_hat_workers697.png,helmet,43,167,55,181
train/hard_hat_workers4867.png,head,167,230,181,248
train/hard_hat_workers4867.png,head,225,224,245,244
train/hard_hat_workers4867.png,head,257,237,272,256
train/hard_hat_workers4867.png,head,292,228,314,247
val/hard_hat_workers683.png,helmet,115,116,191,228
val/hard_hat_workers683.png,person,26,128,259,324
val/hard_hat_workers683.png,helmet,115,0,192,61
val/hard_hat_workers683.png,person,25,0,259,49
val/hard_hat_workers683.png,person,25,329,259,415
val/hard_hat_workers4873.png,head,351,192,411,246
val/hard_hat_workers4873.png,head,52,199,86,235
val/hard_hat_workers4873.png,head,30,192,52,223
val/hard_hat_workers4873.png,head,258,181,282,210
val/hard_hat_workers4873.png,head,10,214,64,273
val/hard_hat_workers4873.png,head,1,191,16,215
val/hard_hat_workers4873.png,head,137,187,152,208
val/hard_hat_workers4873.png,head,167,184,188,206
val/hard_hat_workers4873.png,head,201,182,222,207
val/hard_hat_workers4873.png,head,19,192,38,212
train/hard_hat_workers2423.png,helmet,178,163,225,211
train/hard_hat_workers2423.png,helmet,280,225,334,286
train/hard_hat_workers4052.png,helmet,95,307,145,365
train/hard_hat_workers4052.png,helmet,206,310,260,370
train/hard_hat_workers4052.png,helmet,167,357,198,398
train/hard_hat_workers4052.png,helmet,250,343,295,393
train/hard_hat_workers1894.png,helmet,37,56,175,192
train/hard_hat_workers1894.png,helmet,276,56,410,187
train/hard_hat_workers1894.png,helmet,37,0,176,55
train/hard_hat_workers1894.png,helmet,276,0,411,55
train/hard_hat_workers4734.png,helmet,189,164,240,219
train/hard_hat_workers4734.png,helmet,165,136,216,187
train/hard_hat_workers4734.png,helmet,91,165,146,229
train/hard_hat_workers4734.png,helmet,231,129,288,206
train/hard_hat_workers4734.png,helmet,220,122,269,168
train/hard_hat_workers4734.png,helmet,219,0,269,17
train/hard_hat_workers2345.png,helmet,331,114,365,156
train/hard_hat_workers2345.png,helmet,331,14,365,56
train/hard_hat_workers2351.png,helmet,97,81,131,122
train/hard_hat_workers2351.png,helmet,308,227,321,242
train/hard_hat_workers2351.png,person,94,80,186,269
train/hard_hat_workers2351.png,person,295,226,337,310
train/hard_hat_workers2351.png,helmet,97,5,131,46
train/hard_hat_workers2351.png,person,94,0,187,47
train/hard_hat_workers2351.png,person,295,395,338,414
train/hard_hat_workers708.png,helmet,146,0,241,88
train/hard_hat_workers708.png,helmet,134,86,195,152
train/hard_hat_workers1880.png,helmet,162,106,205,173
train/hard_hat_workers1880.png,helmet,161,0,205,33
train/hard_hat_workers3729.png,helmet,126,295,140,315
train/hard_hat_workers3729.png,helmet,149,295,167,313
train/hard_hat_workers3729.png,helmet,180,295,193,311
train/hard_hat_workers3729.png,helmet,201,296,214,316
train/hard_hat_workers3729.png,helmet,211,302,226,321
train/hard_hat_workers4046.png,helmet,194,150,238,198
train/hard_hat_workers4046.png,helmet,252,136,296,188
train/hard_hat_workers1116.png,helmet,168,80,265,193
train/hard_hat_workers1116.png,helmet,167,0,265,59
train/hard_hat_workers3701.png,helmet,149,89,187,133
train/hard_hat_workers3701.png,helmet,149,0,188,16
train/hard_hat_workers4708.png,helmet,91,171,196,289
train/hard_hat_workers4708.png,helmet,200,26,246,78
train/hard_hat_workers3067.png,helmet,211,78,240,114
train/hard_hat_workers3067.png,helmet,343,105,378,134
train/hard_hat_workers3067.png,helmet,223,175,267,220
train/hard_hat_workers3067.png,helmet,211,8,240,44
train/hard_hat_workers3067.png,helmet,342,0,378,18
train/hard_hat_workers720.png,helmet,216,165,248,213
train/hard_hat_workers720.png,helmet,157,153,197,207
train/hard_hat_workers720.png,helmet,239,153,255,174
train/hard_hat_workers720.png,helmet,254,141,273,160
val/hard_hat_workers1670.png,head,179,201,213,241
val/hard_hat_workers1670.png,head,232,204,261,238
val/hard_hat_workers1670.png,head,96,197,131,243
val/hard_hat_workers1670.png,head,376,181,405,226
val/hard_hat_workers1670.png,head,19,182,76,249
val/hard_hat_workers1670.png,head,291,193,327,238
val/hard_hat_workers1670.png,head,152,198,176,232
val/hard_hat_workers1670.png,head,326,169,379,232
val/hard_hat_workers1670.png,head,224,189,247,215
train/hard_hat_workers1664.png,helmet,260,152,313,205
train/hard_hat_workers1664.png,helmet,112,156,131,181
train/hard_hat_workers1664.png,helmet,127,159,139,178
train/hard_hat_workers3073.png,helmet,211,65,265,129
train/hard_hat_workers3073.png,helmet,211,1,265,65
train/hard_hat_workers734.png,helmet,13,158,37,190
train/hard_hat_workers734.png,helmet,121,166,145,192
train/hard_hat_workers734.png,head,292,165,317,191
train/hard_hat_workers734.png,head,342,164,370,190
train/hard_hat_workers734.png,head,74,171,93,193
train/hard_hat_workers734.png,head,160,166,179,188
train/hard_hat_workers734.png,head,232,182,253,210
val/hard_hat_workers3715.png,helmet,59,148,103,197
val/hard_hat_workers3715.png,helmet,198,147,227,184
val/hard_hat_workers3715.png,helmet,243,144,279,192
val/hard_hat_workers3715.png,helmet,284,152,323,196
val/hard_hat_workers3715.png,helmet,131,149,170,198
val/hard_hat_workers1102.png,helmet,306,195,350,249
val/hard_hat_workers1102.png,helmet,34,107,169,243
val/hard_hat_workers1102.png,helmet,184,168,251,243
train/hard_hat_workers4091.png,helmet,267,75,312,124
train/hard_hat_workers4091.png,helmet,140,209,164,238
train/hard_hat_workers4091.png,helmet,122,91,160,125
train/hard_hat_workers4091.png,helmet,267,17,312,66
train/hard_hat_workers4091.png,helmet,122,15,160,49
train/hard_hat_workers3926.png,helmet,42,109,98,175
train/hard_hat_workers3926.png,helmet,171,178,196,205
train/hard_hat_workers3926.png,helmet,235,177,254,198
train/hard_hat_workers3926.png,helmet,42,0,99,30
train/hard_hat_workers2386.png,helmet,153,102,215,186
train/hard_hat_workers2386.png,helmet,153,0,216,59
train/hard_hat_workers907.png,helmet,31,87,92,164
train/hard_hat_workers907.png,helmet,347,173,376,206
train/hard_hat_workers907.png,helmet,253,165,294,216
train/hard_hat_workers907.png,helmet,30,0,92,52
val/hard_hat_workers3098.png,helmet,30,120,83,185
val/hard_hat_workers3098.png,helmet,89,120,138,179
val/hard_hat_workers3098.png,helmet,157,133,202,189
val/hard_hat_workers3098.png,helmet,179,112,210,157
val/hard_hat_workers3098.png,helmet,305,108,348,170
val/hard_hat_workers3098.png,helmet,284,137,318,178
val/hard_hat_workers3098.png,head,207,116,256,180
val/hard_hat_workers3098.png,head,383,120,411,164
val/hard_hat_workers3098.png,helmet,352,123,375,162
val/hard_hat_workers3098.png,helmet,29,0,83,17
val/hard_hat_workers3098.png,helmet,88,0,138,17
val/hard_hat_workers3098.png,helmet,178,0,210,25
val/hard_hat_workers3098.png,helmet,304,0,348,29
val/hard_hat_workers3098.png,head,206,0,256,21
val/hard_hat_workers3098.png,head,383,0,412,17
val/hard_hat_workers3098.png,helmet,351,0,375,14
train/hard_hat_workers1857.png,helmet,176,83,269,196
train/hard_hat_workers1857.png,helmet,298,81,386,201
train/hard_hat_workers1857.png,helmet,175,0,269,56
train/hard_hat_workers1857.png,helmet,298,0,387,58
train/hard_hat_workers1843.png,helmet,180,102,211,140
train/hard_hat_workers1843.png,helmet,224,98,252,133
train/hard_hat_workers1843.png,helmet,240,124,274,164
train/hard_hat_workers1843.png,helmet,104,80,150,127
train/hard_hat_workers1843.png,helmet,204,82,226,114
train/hard_hat_workers1843.png,helmet,63,84,98,133
train/hard_hat_workers1843.png,helmet,160,89,182,120
train/hard_hat_workers1843.png,helmet,6,73,27,101
train/hard_hat_workers1843.png,helmet,45,91,66,126
train/hard_hat_workers1843.png,head,374,101,414,150
train/hard_hat_workers1843.png,head,341,128,396,185
train/hard_hat_workers1843.png,helmet,179,0,211,37
train/hard_hat_workers1843.png,helmet,224,6,252,41
train/hard_hat_workers1843.png,helmet,240,0,275,15
train/hard_hat_workers1843.png,helmet,104,12,150,59
train/hard_hat_workers1843.png,helmet,204,24,226,56
train/hard_hat_workers1843.png,helmet,63,6,98,55
train/hard_hat_workers1843.png,helmet,160,19,182,50
train/hard_hat_workers1843.png,helmet,6,37,27,65
train/hard_hat_workers1843.png,helmet,45,13,66,48
train/hard_hat_workers1843.png,head,374,0,415,38
train/hard_hat_workers913.png,helmet,99,130,124,153
train/hard_hat_workers913.png,helmet,311,166,335,190
train/hard_hat_workers913.png,helmet,98,0,124,5
train/hard_hat_workers3932.png,head,345,120,378,160
train/hard_hat_workers3932.png,head,167,111,199,145
train/hard_hat_workers3932.png,head,234,99,269,140
train/hard_hat_workers3932.png,head,265,79,304,126
train/hard_hat_workers3932.png,head,322,138,350,168
train/hard_hat_workers3932.png,head,396,160,415,185
train/hard_hat_workers3932.png,head,233,0,269,14
train/hard_hat_workers3932.png,head,264,0,304,34
train/hard_hat_workers23.png,helmet,103,20,270,211
train/hard_hat_workers23.png,helmet,0,19,34,211
train/hard_hat_workers4913.png,helmet,222,94,252,131
train/hard_hat_workers4913.png,helmet,126,111,166,163
train/hard_hat_workers4913.png,helmet,251,90,300,151
train/hard_hat_workers4913.png,helmet,43,126,65,154
train/hard_hat_workers4913.png,helmet,222,0,253,29
train/hard_hat_workers4913.png,helmet,126,0,167,12
train/hard_hat_workers4913.png,helmet,250,0,300,33
train/hard_hat_workers4907.png,helmet,142,241,168,272
train/hard_hat_workers4907.png,helmet,209,142,237,169
train/hard_hat_workers4907.png,helmet,200,28,224,58
train/hard_hat_workers37.png,helmet,190,206,230,254
train/hard_hat_workers37.png,helmet,32,216,61,253
train/hard_hat_workers37.png,helmet,83,220,104,245
train/hard_hat_workers37.png,helmet,110,222,131,246
train/hard_hat_workers37.png,helmet,161,214,181,241
train/hard_hat_workers37.png,helmet,319,224,331,238
train/hard_hat_workers2147.png,helmet,66,69,170,173
train/hard_hat_workers2147.png,helmet,235,150,270,195
train/hard_hat_workers2147.png,helmet,263,286,312,336
train/hard_hat_workers2147.png,helmet,197,149,238,210
train/hard_hat_workers2147.png,helmet,66,0,171,70
