filename,class,xmin,ymin,xmax,ymax
train/hard_hat_workers2598.png,helmet,172,156,193,185
val/hard_hat_workers104.png,head,151,139,193,188
train/hard_hat_workers737.png,helmet,63,87,194,235
train/hard_hat_workers4767.png,helmet,43,127,54,140
val/hard_hat_workers3623.png,helmet,189,101,253,178
train/hard_hat_workers1283.png,helmet,247,163,303,225
train/hard_hat_workers2667.png,helmet,82,205,98,220
val/hard_hat_workers1032.png,helmet,195,133,213,162
train/hard_hat_workers3294.png,helmet,62,154,80,168
train/hard_hat_workers2896.png,helmet,128,128,182,197
train/hard_hat_workers4765.png,helmet,220,131,303,246
val/hard_hat_workers2551.png,helmet,264,143,308,192
train/hard_hat_workers1186.png,head,7,1,27,24
train/hard_hat_workers2481.png,helmet,149,105,201,168
train/hard_hat_workers169.png,helmet,188,0,212,12
val/hard_hat_workers2914.png,helmet,192,23,219,63
train/hard_hat_workers4429.png,head,154,110,176,138
train/hard_hat_workers2129.png,helmet,195,396,221,415
train/hard_hat_workers3001.png,helmet,211,79,334,232
val/hard_hat_workers1172.png,head,319,168,359,212
train/hard_hat_workers2440.png,helmet,64,187,123,251
train/hard_hat_workers1092.png,head,295,152,319,180
train/hard_hat_workers4217.png,helmet,12,170,32,190
train/hard_hat_workers1960.png,helmet,214,163,246,207
train/hard_hat_workers458.png,helmet,202,138,244,195
train/hard_hat_workers1499.png,helmet,221,0,234,3
train/hard_hat_workers765.png,helmet,265,81,349,177
train/hard_hat_workers1414.png,head,58,106,84,135
train/hard_hat_workers2349.png,head,274,143,302,173
train/hard_hat_workers671.png,head,158,0,253,40
train/hard_hat_workers1254.png,helmet,213,158,237,191
train/hard_hat_workers633.png,head,193,170,217,201
train/hard_hat_workers536.png,head,241,148,270,188
train/hard_hat_workers4924.png,person,59,108,113,321
train/hard_hat_workers4879.png,helmet,123,0,140,13
train/hard_hat_workers2939.png,helmet,304,178,324,203
train/hard_hat_workers811.png,helmet,78,155,108,195
train/hard_hat_workers2201.png,head,241,139,276,190
train/hard_hat_workers458.png,helmet,109,101,159,172
train/hard_hat_workers1076.png,helmet,261,271,277,288
train/hard_hat_workers2538.png,head,64,156,82,177
val/hard_hat_workers4353.png,helmet,247,117,287,173
val/hard_hat_workers4459.png,helmet,74,0,102,20
train/hard_hat_workers3610.png,head,243,158,262,180
train/hard_hat_workers4767.png,helmet,346,177,365,200
train/hard_hat_workers2872.png,helmet,51,0,94,41
train/hard_hat_workers328.png,helmet,192,157,226,202
train/hard_hat_workers3282.png,head,244,2,273,35
train/hard_hat_workers857.png,person,113,75,176,144
train/hard_hat_workers1570.png,helmet,120,0,180,50
train/hard_hat_workers2817.png,helmet,218,151,250,187
train/hard_hat_workers1024.png,head,172,169,191,187
val/hard_hat_workers3801.png,helmet,206,401,226,414
train/hard_hat_workers3671.png,head,226,229,238,243
train/hard_hat_workers3049.png,helmet,189,69,250,139
train/hard_hat_workers4853.png,person,144,224,190,313
train/hard_hat_workers2632.png,head,327,136,360,179
train/hard_hat_workers212.png,head,394,0,415,41
train/hard_hat_workers4804.png,helmet,153,90,188,140
train/hard_hat_workers2168.png,helmet,222,173,243,198
val/hard_hat_workers1049.png,helmet,376,175,391,195
val/hard_hat_workers4956.png,helmet,71,0,110,36
train/hard_hat_workers109.png,helmet,94,145,124,179
train/hard_hat_workers3107.png,helmet,224,101,253,136
train/hard_hat_workers2766.png,helmet,107,143,121,157
train/hard_hat_workers3805.png,helmet,115,127,157,177
train/hard_hat_workers131.png,helmet,24,101,63,149
train/hard_hat_workers4795.png,helmet,179,20,200,41
train/hard_hat_workers4385.png,helmet,129,198,140,213
train/hard_hat_workers2456.png,helmet,197,137,217,169
train/hard_hat_workers2981.png,helmet,219,254,246,286
train/hard_hat_workers4965.png,helmet,6,0,66,68
train/hard_hat_workers4087.png,helmet,207,161,220,173
train/hard_hat_workers3981.png,helmet,227,51,237,67
train/hard_hat_workers2569.png,helmet,311,75,328,94
val/hard_hat_workers2517.png,helmet,122,169,143,189
train/hard_hat_workers1130.png,helmet,106,217,122,236
train/hard_hat_workers4797.png,head,99,146,129,181
train/hard_hat_workers4783.png,head,282,198,306,233
val/hard_hat_workers1208.png,head,0,0,50,64
val/hard_hat_workers3819.png,helmet,30,124,68,167
train/hard_hat_workers1299.png,helmet,213,0,286,50
val/hard_hat_workers2777.png,helmet,47,225,64,245
train/hard_hat_workers2271.png,helmet,1,1,10,24
train/hard_hat_workers4625.png,head,44,139,65,164
val/hard_hat_workers3236.png,helmet,355,167,377,192
train/hard_hat_workers3593.png,helmet,233,65,284,124
train/hard_hat_workers4842.png,head,347,0,398,14
train/hard_hat_workers2927.png,helmet,37,0,202,66
train/hard_hat_workers2954.png,head,202,184,232,214
train/hard_hat_workers1532.png,head,150,131,186,174
train/hard_hat_workers4684.png,helmet,303,324,337,354
val/hard_hat_workers1555.png,helmet,113,157,156,212
train/hard_hat_workers3386.png,helmet,82,197,105,221
val/hard_hat_workers1454.png,helmet,211,0,287,50
train/hard_hat_workers806.png,helmet,294,179,320,213
train/hard_hat_workers4330.png,helmet,227,107,276,140
train/hard_hat_workers940.png,helmet,311,87,377,169
train/hard_hat_workers689.png,helmet,317,234,344,261
train/hard_hat_workers851.png,head,397,144,413,168
train/hard_hat_workers4098.png,helmet,166,188,187,214
val/hard_hat_workers1739.png,helmet,311,145,342,180
train/hard_hat_workers1553.png,person,224,346,322,415
train/hard_hat_workers4216.png,helmet,174,147,215,196
train/hard_hat_workers3760.png,head,346,223,365,249
val/hard_hat_workers3608.png,helmet,17,0,64,21
train/hard_hat_workers1517.png,head,278,206,310,244
train/hard_hat_workers3301.png,helmet,193,99,224,138
train/hard_hat_workers4308.png,helmet,188,3,217,37
train/hard_hat_workers4445.png,helmet,284,167,308,195
train/hard_hat_workers3689.png,helmet,181,92,201,111
train/hard_hat_workers4728.png,helmet,70,140,180,238
val/hard_hat_workers4069.png,head,162,170,177,192
train/hard_hat_workers4839.png,helmet,144,0,165,7
train/hard_hat_workers1376.png,helmet,80,72,129,130
train/hard_hat_workers2905.png,helmet,332,97,379,150
train/hard_hat_workers2588.png,helmet,56,127,74,147
val/hard_hat_workers3445.png,helmet,163,106,195,146
train/hard_hat_workers3920.png,helmet,224,286,264,340
val/hard_hat_workers4212.png,helmet,192,0,284,58
train/hard_hat_workers1413.png,head,299,175,317,200
train/hard_hat_workers3277.png,helmet,371,0,416,55
train/hard_hat_workers3772.png,helmet,71,159,137,220
train/hard_hat_workers1620.png,helmet,63,187,84,209
train/hard_hat_workers4058.png,helmet,240,0,312,22
train/hard_hat_workers1648.png,head,63,229,96,269
train/hard_hat_workers2031.png,helmet,220,127,259,170
val/hard_hat_workers3337.png,helmet,251,166,270,185
val/hard_hat_workers3889.png,helmet,51,156,86,204
train/hard_hat_workers4460.png,helmet,242,68,333,184
val/hard_hat_workers459.png,head,125,95,138,113
train/hard_hat_workers885.png,helmet,125,0,197,68
train/hard_hat_workers1105.png,helmet,132,219,151,242
val/hard_hat_workers3352.png,helmet,65,226,77,241
train/hard_hat_workers2473.png,head,21,2,51,41
train/hard_hat_workers258.png,helmet,221,0,269,29
train/hard_hat_workers3579.png,helmet,288,0,381,27
train/hard_hat_workers3026.png,head,5,105,44,151
train/hard_hat_workers939.png,head,123,170,139,192
train/hard_hat_workers1154.png,helmet,116,153,134,180
train/hard_hat_workers3079.png,head,150,111,180,148
train/hard_hat_workers360.png,head,149,215,163,230
train/hard_hat_workers2465.png,helmet,393,221,411,240
train/hard_hat_workers1070.png,helmet,270,149,292,178
val/hard_hat_workers2857.png,head,78,0,104,27
train/hard_hat_workers4629.png,head,134,119,159,143
train/hard_hat_workers697.png,helmet,320,153,339,179
train/hard_hat_workers779.png,helmet,38,92,110,164
train/hard_hat_workers3739.png,head,208,65,222,83
train/hard_hat_workers1370.png,head,274,22,298,48
train/hard_hat_workers3282.png,head,164,122,185,148
train/hard_hat_workers1604.png,helmet,61,0,92,25
train/hard_hat_workers338.png,helmet,226,0,262,30
train/hard_hat_workers4229.png,helmet,117,0,147,14
train/hard_hat_workers4967.png,head,125,157,144,179
train/hard_hat_workers1883.png,head,188,136,207,163
val/hard_hat_workers459.png,helmet,256,283,272,305
val/hard_hat_workers3477.png,helmet,96,222,107,236
train/hard_hat_workers697.png,helmet,191,147,215,180
train/hard_hat_workers4888.png,helmet,101,18,203,124
train/hard_hat_workers1380.png,head,30,186,46,205
train/hard_hat_workers131.png,helmet,240,133,260,158
train/hard_hat_workers3442.png,helmet,332,205,356,231
val/hard_hat_workers1537.png,head,130,142,153,171
train/hard_hat_workers3773.png,head,31,158,50,177
train/hard_hat_workers3813.png,helmet,134,256,152,274
train/hard_hat_workers4698.png,helmet,126,232,151,259
train/hard_hat_workers422.png,helmet,259,372,409,414
train/hard_hat_workers4880.png,helmet,278,179,292,196
train/hard_hat_workers1333.png,helmet,246,250,274,290
train/hard_hat_workers909.png,helmet,146,131,181,178
train/hard_hat_workers849.png,helmet,131,121,150,144
val/hard_hat_workers86.png,helmet,251,101,272,124
train/hard_hat_workers416.png,helmet,44,160,65,185
train/hard_hat_workers4289.png,helmet,283,205,318,248
train/hard_hat_workers4361.png,head,130,147,144,166
val/hard_hat_workers66.png,helmet,274,173,292,197
train/hard_hat_workers2980.png,helmet,203,122,282,235
train/hard_hat_workers928.png,helmet,239,122,256,140
val/hard_hat_workers2467.png,helmet,188,86,240,145
train/hard_hat_workers4478.png,head,221,175,242,202
val/hard_hat_workers2914.png,helmet,129,39,153,77
train/hard_hat_workers583.png,helmet,269,242,279,257
train/hard_hat_workers560.png,helmet,355,150,403,216
train/hard_hat_workers1239.png,head,192,198,211,221
train/hard_hat_workers4572.png,head,113,168,127,187
train/hard_hat_workers729.png,helmet,134,203,148,217
train/hard_hat_workers1163.png,helmet,217,276,224,289
train/hard_hat_workers3840.png,head,170,256,206,290
train/hard_hat_workers4641.png,helmet,30,84,39,94
train/hard_hat_workers157.png,helmet,290,173,363,252
train/hard_hat_workers3154.png,helmet,141,111,176,147
train/hard_hat_workers3046.png,helmet,103,61,121,81
train/hard_hat_workers3490.png,helmet,177,73,191,85
train/hard_hat_workers1867.png,helmet,281,0,331,25
train/hard_hat_workers770.png,helmet,28,0,209,49
train/hard_hat_workers2561.png,helmet,237,78,260,107
train/hard_hat_workers2168.png,helmet,191,183,230,229
train/hard_hat_workers1837.png,helmet,103,87,170,188
train/hard_hat_workers4904.png,helmet,197,83,219,111
train/hard_hat_workers3114.png,helmet,177,249,191,265
train/hard_hat_workers3459.png,helmet,179,81,233,135
train/hard_hat_workers1371.png,head,250,191,284,235
train/hard_hat_workers4130.png,head,160,147,204,204
train/hard_hat_workers1001.png,helmet,291,106,370,195
train/hard_hat_workers1903.png,helmet,393,140,414,168
train/hard_hat_workers143.png,helmet,260,102,272,116
train/hard_hat_workers4866.png,head,135,0,160,27
train/hard_hat_workers1740.png,helmet,152,116,183,163
train/hard_hat_workers298.png,helmet,231,176,251,203
train/hard_hat_workers1500.png,helmet,351,91,398,140
train/hard_hat_workers3434.png,person,155,348,349,414
val/hard_hat_workers4395.png,helmet,180,217,200,238
train/hard_hat_workers2110.png,helmet,249,0,284,24
train/hard_hat_workers2102.png,head,45,75,85,129
train/hard_hat_workers1954.png,helmet,160,91,245,199
val/hard_hat_workers1886.png,helmet,147,146,167,174
train/hard_hat_workers601.png,helmet,248,124,267,143
val/hard_hat_workers4022.png,helmet,61,379,126,415
val/hard_hat_workers271.png,head,65,84,98,128
train/hard_hat_workers232.png,helmet,183,111,216,159
val/hard_hat_workers1939.png,helmet,137,0,247,65
train/hard_hat_workers4099.png,head,109,141,135,178
train/hard_hat_workers3418.png,helmet,0,264,15,314
train/hard_hat_workers811.png,helmet,233,173,259,210
train/hard_hat_workers3084.png,helmet,161,193,185,227
train/hard_hat_workers84.png,helmet,282,104,313,145
train/hard_hat_workers1079.png,helmet,38,110,73,157
val/hard_hat_workers2418.png,helmet,308,0,323,13
train/hard_hat_workers233.png,helmet,64,196,89,229
train/hard_hat_workers376.png,helmet,112,242,138,273
train/hard_hat_workers1377.png,helmet,31,0,137,24
train/hard_hat_workers3416.png,helmet,255,31,296,63
train/hard_hat_workers4130.png,helmet,81,142,127,201
train/hard_hat_workers4061.png,head,273,167,303,206
train/hard_hat_workers4565.png,helmet,231,397,243,412
train/hard_hat_workers1728.png,head,213,0,241,9
train/hard_hat_workers1873.png,head,313,167,338,203
val/hard_hat_workers2857.png,helmet,399,165,415,195
train/hard_hat_workers4286.png,helmet,2,83,46,143
train/hard_hat_workers2692.png,head,201,118,241,174
val/hard_hat_workers685.png,head,213,170,224,184
train/hard_hat_workers2916.png,helmet,313,138,373,209
val/hard_hat_workers3475.png,helmet,74,138,88,157
train/hard_hat_workers229.png,head,366,92,415,183
train/hard_hat_workers741.png,helmet,321,99,335,118
val/hard_hat_workers2682.png,helmet,116,213,137,235
train/hard_hat_workers458.png,helmet,275,132,296,159
train/hard_hat_workers4614.png,helmet,268,110,320,177
train/hard_hat_workers290.png,helmet,126,3,161,37
train/hard_hat_workers3026.png,head,4,0,44,26
train/hard_hat_workers1035.png,head,20,185,40,208
train/hard_hat_workers2102.png,head,110,95,138,135
train/hard_hat_workers1397.png,helmet,256,86,295,144
train/hard_hat_workers52.png,helmet,84,0,103,3
train/hard_hat_workers2587.png,helmet,326,175,347,206
train/hard_hat_workers204.png,helmet,362,185,411,242
train/hard_hat_workers1185.png,helmet,274,0,322,22
train/hard_hat_workers4924.png,helmet,113,117,144,158
train/hard_hat_workers1239.png,head,56,198,80,224
train/hard_hat_workers4273.png,helmet,391,224,412,248
val/hard_hat_workers1751.png,head,272,126,289,150
train/hard_hat_workers951.png,helmet,161,135,203,181
train/hard_hat_workers2707.png,helmet,97,167,107,181
train/hard_hat_workers715.png,head,52,240,87,270
train/hard_hat_workers931.png,helmet,148,172,171,203
train/hard_hat_workers3899.png,helmet,61,189,70,203
train/hard_hat_workers4361.png,head,326,123,347,148
train/hard_hat_workers4736.png,helmet,97,106,119,130
train/hard_hat_workers2320.png,helmet,181,0,194,5
train/hard_hat_workers2460.png,head,170,136,191,160
train/hard_hat_workers2456.png,person,68,172,127,345
train/hard_hat_workers608.png,helmet,158,182,202,233
val/hard_hat_workers2317.png,helmet,209,152,228,179
train/hard_hat_workers302.png,head,194,0,220,30
train/hard_hat_workers1631.png,helmet,244,0,269,8
train/hard_hat_workers1404.png,helmet,181,153,197,171
train/hard_hat_workers4786.png,helmet,215,140,229,156
train/hard_hat_workers4363.png,helmet,382,161,397,185
train/hard_hat_workers3921.png,helmet,172,68,266,145
train/hard_hat_workers2430.png,helmet,241,145,262,171
train/hard_hat_workers1619.png,helmet,238,161,273,208
train/hard_hat_workers361.png,helmet,274,286,287,301
train/hard_hat_workers4617.png,head,58,164,93,199
train/hard_hat_workers1099.png,head,304,118,362,176
train/hard_hat_workers18.png,helmet,380,172,414,232
train/hard_hat_workers4366.png,helmet,273,133,284,149
train/hard_hat_workers3985.png,helmet,140,0,180,16
train/hard_hat_workers4848.png,helmet,279,273,316,308
train/hard_hat_workers3841.png,helmet,318,210,337,234
train/hard_hat_workers1596.png,helmet,338,21,395,91
train/hard_hat_workers509.png,helmet,82,118,121,167
val/hard_hat_workers1335.png,helmet,119,36,217,159
train/hard_hat_workers4160.png,head,377,0,406,57
train/hard_hat_workers680.png,helmet,358,228,410,270
val/hard_hat_workers365.png,helmet,207,169,243,216
train/hard_hat_workers4623.png,head,386,401,415,415
train/hard_hat_workers712.png,head,402,0,415,37
train/hard_hat_workers3849.png,helmet,216,0,261,14
train/hard_hat_workers3600.png,helmet,25,0,78,20
train/hard_hat_workers3537.png,helmet,284,92,333,148
train/hard_hat_workers1479.png,helmet,44,0,202,70
val/hard_hat_workers3839.png,head,277,100,292,120
train/hard_hat_workers418.png,helmet,212,173,222,185
train/hard_hat_workers2473.png,head,287,98,303,130
train/hard_hat_workers4185.png,helmet,346,117,377,152
train/hard_hat_workers4056.png,helmet,317,192,365,244
train/hard_hat_workers2812.png,helmet,242,186,265,217
val/hard_hat_workers4254.png,helmet,262,109,341,200
train/hard_hat_workers785.png,helmet,130,191,144,209
val/hard_hat_workers2691.png,helmet,159,140,195,175
val/hard_hat_workers4140.png,helmet,409,227,414,257
train/hard_hat_workers2903.png,helmet,19,137,51,174
train/hard_hat_workers3832.png,helmet,273,402,279,408
train/hard_hat_workers1679.png,helmet,10,124,61,182
val/hard_hat_workers1535.png,helmet,328,188,355,232
train/hard_hat_workers4265.png,helmet,12,0,67,20
train/hard_hat_workers2916.png,helmet,192,150,262,233
train/hard_hat_workers3294.png,helmet,126,159,146,181
train/hard_hat_workers993.png,helmet,120,156,169,219
train/hard_hat_workers557.png,helmet,248,130,268,156
train/hard_hat_workers2338.png,head,334,169,350,185
train/hard_hat_workers4953.png,helmet,349,41,370,67
train/hard_hat_workers2288.png,helmet,245,132,267,161
train/hard_hat_workers457.png,helmet,311,119,359,183
train/hard_hat_workers2737.png,helmet,406,217,415,230
train/hard_hat_workers470.png,helmet,169,152,238,253
train/hard_hat_workers4937.png,head,193,158,209,177
train/hard_hat_workers1006.png,helmet,26,0,46,14
val/hard_hat_workers4198.png,helmet,3,7,40,46
train/hard_hat_workers1777.png,head,16,197,31,213
train/hard_hat_workers772.png,helmet,350,19,408,67
train/hard_hat_workers2443.png,helmet,35,168,63,197
train/hard_hat_workers694.png,helmet,146,105,229,195
train/hard_hat_workers3737.png,helmet,138,124,165,162
val/hard_hat_workers2841.png,helmet,243,105,284,153
train/hard_hat_workers1952.png,helmet,234,163,261,193
val/hard_hat_workers4344.png,helmet,378,144,399,170
train/hard_hat_workers82.png,head,171,163,185,182
val/hard_hat_workers640.png,head,89,145,99,159
val/hard_hat_workers2517.png,person,48,182,85,281
train/hard_hat_workers2162.png,helmet,99,0,119,8
train/hard_hat_workers3493.png,head,62,116,90,151
train/hard_hat_workers4308.png,helmet,127,160,166,215
val/hard_hat_workers195.png,helmet,310,118,384,203
train/hard_hat_workers705.png,helmet,130,197,145,215
train/hard_hat_workers796.png,helmet,131,140,169,183
train/hard_hat_workers2587.png,helmet,16,167,35,195
val/hard_hat_workers1297.png,head,286,139,308,169
train/hard_hat_workers2198.png,helmet,308,185,342,220
train/hard_hat_workers2023.png,helmet,246,175,259,190
val/hard_hat_workers3683.png,head,133,183,164,223
train/hard_hat_workers3756.png,helmet,198,156,227,194
val/hard_hat_workers3415.png,helmet,227,112,267,157
train/hard_hat_workers2563.png,helmet,174,87,247,184
val/hard_hat_workers2283.png,helmet,192,118,206,131
train/hard_hat_workers3598.png,helmet,231,144,296,212
train/hard_hat_workers2567.png,helmet,276,0,297,8
train/hard_hat_workers4866.png,head,41,0,72,33
val/hard_hat_workers3466.png,helmet,0,179,20,214
val/hard_hat_workers3253.png,helmet,279,0,384,36
val/hard_hat_workers2871.png,helmet,363,0,379,11
train/hard_hat_workers1824.png,head,286,163,312,195
train/hard_hat_workers3181.png,helmet,286,160,299,174
train/hard_hat_workers1984.png,helmet,336,69,415,177
train/hard_hat_workers1894.png,helmet,276,0,411,55
val/hard_hat_workers1836.png,head,109,172,128,193
train/hard_hat_workers891.png,helmet,312,129,323,140
train/hard_hat_workers575.png,helmet,138,187,202,263
train/hard_hat_workers1754.png,helmet,71,69,174,171
val/hard_hat_workers202.png,helmet,220,116,233,133
train/hard_hat_workers3052.png,helmet,229,146,261,184
val/hard_hat_workers1890.png,helmet,0,0,49,50
train/hard_hat_workers501.png,helmet,256,171,280,203
train/hard_hat_workers3994.png,helmet,398,0,415,20
train/hard_hat_workers3593.png,helmet,14,60,117,117
train/hard_hat_workers2184.png,helmet,365,206,415,267
train/hard_hat_workers2209.png,helmet,284,183,309,209
train/hard_hat_workers4308.png,helmet,351,0,386,19
train/hard_hat_workers3066.png,helmet,146,0,193,64
train/hard_hat_workers1415.png,helmet,173,172,217,227
train/hard_hat_workers4550.png,helmet,194,119,226,157
train/hard_hat_workers2021.png,helmet,255,0,301,20
train/hard_hat_workers1574.png,helmet,222,183,241,207
train/hard_hat_workers3335.png,head,337,181,359,207
val/hard_hat_workers3942.png,helmet,198,157,268,218
val/hard_hat_workers3439.png,head,305,138,334,175
train/hard_hat_workers944.png,head,183,137,197,161
train/hard_hat_workers241.png,helmet,154,180,214,250
train/hard_hat_workers3747.png,helmet,355,193,368,210
train/hard_hat_workers3001.png,helmet,86,0,180,36
train/hard_hat_workers2456.png,helmet,226,121,248,150
train/hard_hat_workers144.png,helmet,266,140,298,183
train/hard_hat_workers536.png,head,32,124,72,172
train/hard_hat_workers1112.png,helmet,119,11,160,60
train/hard_hat_workers1672.png,helmet,205,153,218,171
train/hard_hat_workers2243.png,head,237,165,257,191
train/hard_hat_workers429.png,head,379,122,394,144
train/hard_hat_workers366.png,helmet,53,235,73,251
train/hard_hat_workers2589.png,helmet,171,124,226,179
train/hard_hat_workers306.png,head,177,142,192,161
train/hard_hat_workers1235.png,head,235,83,265,132
train/hard_hat_workers1653.png,helmet,116,156,139,189
train/hard_hat_workers2083.png,helmet,129,0,159,23
train/hard_hat_workers4412.png,helmet,200,161,209,172
train/hard_hat_workers3863.png,helmet,298,138,339,182
train/hard_hat_workers3895.png,helmet,317,137,363,186
val/hard_hat_workers4961.png,head,263,163,287,197
train/hard_hat_workers2234.png,helmet,230,164,264,213
val/hard_hat_workers4598.png,head,270,158,305,197
train/hard_hat_workers4879.png,head,219,1,251,35
train/hard_hat_workers1286.png,helmet,155,161,180,189
train/hard_hat_workers3747.png,helmet,301,154,340,197
train/hard_hat_workers3671.png,head,363,265,381,284
train/hard_hat_workers3598.png,helmet,288,98,373,196
train/hard_hat_workers3504.png,head,185,129,206,158
val/hard_hat_workers819.png,person,297,348,372,415
train/hard_hat_workers1920.png,helmet,107,205,116,218
train/hard_hat_workers4866.png,head,179,0,207,21
train/hard_hat_workers1406.png,helmet,15,70,163,193
train/hard_hat_workers173.png,helmet,304,177,317,191
val/hard_hat_workers1362.png,helmet,149,0,193,12
train/hard_hat_workers2643.png,helmet,23,208,43,227
train/hard_hat_workers2135.png,helmet,215,20,287,110
train/hard_hat_workers587.png,person,64,28,144,141
train/hard_hat_workers1676.png,helmet,270,191,302,238
train/hard_hat_workers1351.png,person,50,0,160,72
train/hard_hat_workers2455.png,helmet,200,162,244,216
train/hard_hat_workers1566.png,helmet,325,6,354,41
train/hard_hat_workers4759.png,person,147,396,185,414
train/hard_hat_workers1759.png,helmet,278,129,307,165
train/hard_hat_workers4809.png,helmet,79,107,125,146
val/hard_hat_workers1145.png,helmet,176,111,221,163
train/hard_hat_workers3409.png,helmet,347,172,391,218
train/hard_hat_workers4044.png,head,199,140,221,169
train/hard_hat_workers2432.png,helmet,357,142,383,175
train/hard_hat_workers2538.png,head,85,141,106,169
train/hard_hat_workers4868.png,person,50,366,223,414
train/hard_hat_workers3704.png,helmet,130,157,151,182
train/hard_hat_workers52.png,helmet,320,124,351,156
train/hard_hat_workers284.png,helmet,362,154,390,185
train/hard_hat_workers3925.png,head,102,151,128,186
train/hard_hat_workers1019.png,helmet,100,44,151,91
train/hard_hat_workers4490.png,helmet,312,210,327,227
train/hard_hat_workers4876.png,helmet,150,157,196,211
train/hard_hat_workers955.png,head,342,192,362,222
train/hard_hat_workers1864.png,head,97,92,130,136
train/hard_hat_workers2580.png,head,253,105,293,159
train/hard_hat_workers2241.png,helmet,205,0,282,55
train/hard_hat_workers1636.png,helmet,264,168,282,186
train/hard_hat_workers2474.png,helmet,0,76,48,214
val/hard_hat_workers3536.png,helmet,298,0,355,57
train/hard_hat_workers2856.png,helmet,161,0,260,68
train/hard_hat_workers436.png,helmet,158,159,187,193
train/hard_hat_workers1421.png,head,221,109,260,162
train/hard_hat_workers3778.png,head,16,152,38,181
train/hard_hat_workers3921.png,helmet,172,0,267,63
train/hard_hat_workers3229.png,helmet,182,182,206,214
train/hard_hat_workers3023.png,head,206,163,250,225
train/hard_hat_workers3103.png,head,101,223,133,257
val/hard_hat_workers4968.png,helmet,272,0,291,23
train/hard_hat_workers2419.png,helmet,104,19,150,65
train/hard_hat_workers316.png,helmet,132,0,172,32
val/hard_hat_workers1051.png,helmet,185,167,212,201
val/hard_hat_workers3376.png,helmet,146,104,175,163
train/hard_hat_workers4174.png,helmet,157,181,176,204
train/hard_hat_workers3285.png,head,116,157,131,179
train/hard_hat_workers4900.png,helmet,225,0,245,12
train/hard_hat_workers710.png,helmet,262,404,278,414
train/hard_hat_workers1762.png,helmet,340,152,352,169
train/hard_hat_workers3721.png,head,229,169,252,191
train/hard_hat_workers466.png,helmet,316,0,349,17
val/hard_hat_workers1886.png,helmet,353,136,383,175
val/hard_hat_workers4901.png,helmet,278,162,338,226
train/hard_hat_workers1683.png,helmet,309,158,333,181
train/hard_hat_workers3832.png,person,206,202,222,258
train/hard_hat_workers1879.png,helmet,18,59,86,141
train/hard_hat_workers2816.png,head,118,135,158,180
train/hard_hat_workers4538.png,head,133,99,164,139
train/hard_hat_workers1843.png,helmet,45,13,66,48
train/hard_hat_workers665.png,head,61,129,94,163
train/hard_hat_workers1202.png,head,34,187,69,240
train/hard_hat_workers3991.png,helmet,53,94,107,172
train/hard_hat_workers233.png,helmet,63,236,88,268
